"","X1","business_id","name","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","attributes.GoodForKids","attributes.RestaurantsReservations","attributes.GoodForMeal","attributes.BusinessParking","attributes.Caters","attributes.NoiseLevel","attributes.RestaurantsTableService","attributes.RestaurantsTakeOut","attributes.RestaurantsPriceRange2","attributes.OutdoorSeating","attributes.BikeParking","attributes.Ambience","attributes.HasTV","attributes.WiFi","attributes.Alcohol","attributes.RestaurantsAttire","attributes.RestaurantsGoodForGroups","attributes.RestaurantsDelivery","attributes.BusinessAcceptsCreditCards","attributes.BusinessAcceptsBitcoin","attributes.ByAppointmentOnly","attributes.AcceptsInsurance","attributes.Music","attributes.GoodForDancing","attributes.CoatCheck","attributes.HappyHour","attributes.BestNights","attributes.WheelchairAccessible","attributes.DogsAllowed","attributes.BYOBCorkage","attributes.DriveThru","attributes.Smoking","attributes.AgesAllowed","attributes.HairSpecializesIn","attributes.Corkage","attributes.BYOB","attributes.DietaryRestrictions","attributes.Open24Hours","attributes.RestaurantsCounterService","categories","hours.Monday","hours.Tuesday","hours.Wednesday","hours.Thursday","hours.Friday","hours.Saturday","hours.Sunday"
"408",160585,"nS6QENxe6YODNrQ45bpC-A","Cafe Verdi","3111 S Valley View Blvd, Bldg M, Ste 105","Las Vegas","NV","89102",36.13186,-115.19243,3,206,1,"True",FALSE,"{'dessert': False","'latenight': True","'lunch': False","'dinner': True","'brunch': False","'breakfast': False}","{'garage': False","'street': False","'validated': False","'lot': True","'valet': False}","True","u'quiet'",NA,"True","1","False","True","{'romantic': False","'intimate': False","'classy': False","'hipster': False","'divey': False","'touristy': False","'trendy': False","'upscale': False","'casual': True}","True","'free'","'none'","u'casual'","True","True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",146177.1,"iPAQvrOBl7aUzhixxBriAA","Papa John's","1400 O'Connor Drive","Toronto","ON","M4B 2T8",43.71333,-79.30767,4,4,1,"True",FALSE,"{'dessert': False","'latenight': False","'lunch': False","'dinner': False","'brunch': False","'breakfast': False}","{'garage': False","'street': False","'validated': False","'lot': False","'valet': False}","True","'average'","False","True","1","False","True","{'touristy': False","'hipster': False","'romantic': False","'intimate': False","'trendy': False","'upscale': False","'classy': False","'casual': False}","False","'no'","'none'","'casual'","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410",5466,"ewIXHLlaIfp9U3NrsgilVw","Yolie's Brazilian Steak House","3900 Paradise Rd, Ste Z","Las Vegas","NV","89169",36.11654,-115.15427,3,86,0,"False",TRUE,NA,"{'garage': False","'street': False","'validated': False","'lot': True","'valet': False}","False","u'quiet'",NA,"False","3","True","False","{'romantic': True","'intimate': False","'classy': False","'hipster': False","'divey': True","'touristy': False","'trendy': False","'upscale': False","'casual': False}","False","u'no'","u'full_bar'","'casual'","True","False","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",50976,"WvNQX4XjdeeUmNZme0dueQ","Boxermans","1041 Avenue Van Horne","Montréal","QC","H2V 1J4",45.52461,-73.61137,5,17,1,"False",TRUE,"{'dessert': False","'latenight': False","'lunch': False","'dinner': False","'brunch': False","'breakfast': False}",NA,NA,NA,NA,"True","3",NA,"True","{'touristy': False","'hipster': False","'romantic': False","'intimate': False","'trendy': False","'upscale': False","'classy': False","'casual': False}",NA,"'free'",NA,"'casual'","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",124351.1,"axfGq2ooUSB9MpL1RQTmeQ","Panda Express","7470 S Las Vegas Blvd","Las Vegas","NV","89123",36.05401,-115.17162,2.5,53,1,"True",FALSE,NA,"{'garage': False","'street': False","'validated': False","'lot': False","'valet': False}","True","u'average'",NA,"True","1","True","True","{'romantic': False","'intimate': False","'classy': False","'hipster': False","'divey': False","'touristy': False","'trendy': False","'upscale': False","'casual': True}","False","'no'","u'none'","u'casual'","True","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",23757.1,"CU4LgHxH0EwXnPUmQsWFSQ","Church's Chicken","5000 S Arizona Mills Cir, Space FC 8","Tempe","AZ","85282",33.38474,-111.96519,2,10,1,"False",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fast Food, Restaurants, Breakfast & Brunch, Chicken Shop, Chicken Wings","10:30-22:0","10:30-22:0","10:30-22:0","10:30-22:0","10:30-22:0","10:30-22:0","10:30-22:0"
"414",160863,"yv3u_U2934s9qgtpTXWbCA","Papa John's Pizza","25101 N Lake Pleasant Pkwy","Peoria","AZ","85383",33.71157,-112.27151,2.5,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","{'romantic': False","'intimate': False","'classy': False","'hipster': False","'divey': False","'touristy': False","'trendy': False","'upscale': False","'casual': False}",NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",186959.1,"F0PPK3ULohLWMUnrs_WWhA","Senor Coyotes","33701 Center Ridge Rd","North Ridgeville","OH","44039",41.40064,-81.99042,4,12,0,"True",FALSE,NA,"{'garage': False","'street': False","'validated': False","'lot': False","'valet': False}",NA,NA,NA,"True","2","True",NA,"{'romantic': False","'intimate': False","'touristy': False","'hipster': False","'divey': False","'classy': False","'trendy': False","'upscale': False","'casual': False}","True",NA,NA,"u'casual'","True",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416",114695,"SYOzI_Ooe-rXI3ZqCybwSQ","The Diner On Clifton","11637 Clifton Blvd","Cleveland","OH","44102",41.48726,-81.76851,4,140,0,"True",FALSE,"{'dessert': False","'latenight': False","'lunch': False","'dinner': False","'brunch': False","'breakfast': True}","{'garage': False","'street': False","'validated': False","'lot': True","'valet': False}","False","u'average'","True","True","1","False","True","{'romantic': False","'intimate': False","'touristy': False","'hipster': False","'divey': False","'classy': False","'trendy': False","'upscale': False","'casual': True}","False","'no'","u'none'","u'casual'","False","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417",40955.1,"QqVfWRqOO_exljN8IWgeLQ","Shawarma Brothers","1808 Portage Trl","Cuyahoga Falls","OH","44223",41.14699,-81.50455,5,78,1,"True",FALSE,"{'dessert': False","'latenight': False","'lunch': True","'dinner': True","'brunch': False","'breakfast': False}","{'garage': False","'street': False","'validated': False","'lot': True","'valet': False}","True","u'average'","False","True","1","True","False","{'touristy': False","'hipster': False","'romantic': False","'divey': False","'intimate': False","'trendy': False","'upscale': False","'classy': False","'casual': False}","False","'no'","'none'","'casual'","False","True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418",14668.1,"b0n2D_Ry2WPo7XAV1Y1U0Q","Boardwalk Billy's Raw Bar-river & Ribs - Crown Point","1636 Sardis Rd N","Charlotte","NC","28270",35.13845,-80.73638,3.5,78,1,"True",TRUE,"{'dessert': False","'latenight': False","'lunch': True","'dinner': True","'brunch': False","'breakfast': False}","{'garage': False","'street': False","'validated': False","'lot': True","'valet': False}","False","u'average'",NA,"True","2","True","True","{'touristy': False","'hipster': False","'romantic': False","'divey': False","'intimate': False","'trendy': False","'upscale': False","'classy': False","'casual': True}","True","u'free'","u'full_bar'","u'casual'","True","False","True",NA,NA,NA,"{'dj': False","'background_music': False","'no_music': False","'jukebox': False","'live': True","'video': False","'karaoke': False}",NA
"419",96751.1,"GqL8ApVCHTiIzp7hIMhsMA","The Kort Haus","200 County Court Boulevard","Brampton","ON","L6W 4L2",43.65978,-79.72157,3,13,0,"False",TRUE,"{'dessert': False","'latenight': False","'lunch': False","'dinner': False","'brunch': False","'breakfast': False}","{'garage': False","'street': False","'validated': False","'lot': True","'valet': False}","False","'average'","True","True","2","True","True","{'romantic': False","'intimate': False","'classy': False","'hipster': True","'divey': False","'touristy': False","'trendy': False","'upscale': False","'casual': False}","True","u'free'","'full_bar'","'casual'","True","False",NA,NA,NA,NA,"{'dj': False}","False","False","False","{'monday': True","'tuesday': False","'friday': False","'wednesday': False"
"420",108941.1,"DHiXfpd_vSfCCeFXPSucTA","4&20 Bakery & Cafe","305 N 4th St","Madison","WI","53704",43.09823,-89.35705,4.5,137,0,"True",FALSE,NA,"{'garage': False","'street': True","'validated': False","'lot': False","'valet': False}","True","u'average'",NA,"True","1","False","True","{'romantic': False","'intimate': False","'touristy': False","'hipster': False","'divey': False","'classy': False","'trendy': False","'upscale': False","'casual': True}","False","u'free'","u'none'","u'casual'","False","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421",46633.1,"xyK7KUcJzWy1LlejwQpQMg","El Patron","3670 S New Hope Rd","Gastonia","NC","28056",35.22185,-81.1012,3.5,16,1,"True",FALSE,"{'dessert': False","'latenight': False","'lunch': False","'dinner': False","'brunch': False","'breakfast': False}","{'garage': False","'street': False","'validated': False","'lot': False","'valet': False}","False","'average'","True","True","2","False","False","{'romantic': False","'intimate': False","'classy': False","'hipster': False","'divey': False","'touristy': False","'trendy': False","'upscale': False","'casual': False}","True","'no'","'full_bar'","'casual'","True","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422",170971.1,"6DO_2jivyxcL6SXGPXUJLQ","Milestones Restaurants","3900 Highway 7","Vaughan","ON","L4L 1A6",43.78937,-79.55385,3,26,1,"True",TRUE,"{'dessert': True","'latenight': False","'lunch': True","'dinner': True","'brunch': False","'breakfast': False}","{'garage': False","'street': False","'validated': False","'lot': True","'valet': False}","False","u'loud'",NA,"True","2","True","True","{'touristy': False","'hipster': False","'romantic': False","'intimate': False","'trendy': False","'upscale': False","'classy': False","'casual': True}","True","u'free'","u'full_bar'","'casual'","True","False",NA,NA,NA,NA,"{'dj': False","'background_music': True","'no_music': False","'jukebox': False","'live': False","'video': False","'karaoke': False}","False","False"
"423",105291,"RADloW1UROUn4FJFU4JJNg","Buster's Sea Cove","93 Front Street E","Toronto","ON","M5E 1C3",43.64969,-79.37196,3.5,267,1,"True",FALSE,"{'dessert': False","'latenight': False","'lunch': True","'dinner': False","'brunch': False","'breakfast': False}","{'garage': False","'street': True","'validated': False","'lot': False","'valet': False}","False","u'loud'","False","True","2","True","True","{'romantic': False","'intimate': False","'classy': False","'hipster': False","'divey': False","'touristy': False","'trendy': False","'upscale': False","'casual': True}","False","u'no'","u'none'","u'casual'","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424",179730,"-Bv-HHUs8aHzDrdWcZHn8w","Smashburger","3570 Las Vegas Blvd S","Las Vegas","NV","89019",36.11787,-115.17595,3,88,1,"True",FALSE,"{'dessert': False","'latenight': True","'lunch': True","'dinner': True","'brunch': False","'breakfast': False}","{'garage': True","'street': False","'validated': False","'lot': False","'valet': False}","False","'average'","False","True","2","False","False","{'touristy': False","'hipster': False","'romantic': False","'divey': False","'intimate': False","'trendy': False","'upscale': False","'classy': False","'casual': False}","False","'no'","'beer_and_wine'","'casual'","True","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425",111660.1,"Y-omMxOCDSYd7jbo1PSCig","Pizza Hut","5270 W Baseline Rd, Ste 165","Laveen","AZ","85339",33.37804,-112.17433,2,28,1,"True",FALSE,NA,"{'garage': False","'street': False","'validated': False","'lot': False","'valet': False}","True","'very_loud'",NA,"True","2","False",NA,"{'romantic': False","'intimate': False","'classy': False","'hipster': False","'divey': False","'touristy': False","'trendy': False","'upscale': False","'casual': False}","True",NA,"u'none'","'casual'","False","True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426",189541.1,"6-omStl0xEL3tEcFCf0prw","Burger King","12337 W Camelback Rd","Litchfield Park","AZ","85340",33.50711,-112.3244,2.5,6,1,"True",FALSE,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Burgers, Fast Food, American (Traditional), Restaurants, American (New)","6:0-22:0","6:0-22:0","6:0-22:0","6:0-22:0","6:0-22:0","6:0-22:0","7:0-22:0"
"427",35093,"FLHTWU3KVMz7qSH4yYsKPA","Patii's Kitchen","5333 Arville St, Ste 102","Las Vegas","NV","89118",36.09302,-115.19973,4,6,0,"True",FALSE,"{'dessert': False","'latenight': False","'lunch': False","'dinner': False","'brunch': False","'breakfast': False}",NA,NA,"u'quiet'",NA,"True","1","True","False","{'romantic': False","'intimate': False","'classy': False","'hipster': False","'divey': False","'touristy': False","'trendy': False","'upscale': False","'casual': False}","True","u'free'",NA,"'casual'","True","True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428",85735.1,"eKZXXE_VLk5FFNrCjl15cQ","Sushi Bbq Inn","1226 16 Avenue NW","Calgary","AB","T2M 0K9",51.06699,-114.08875,3,65,1,"True",TRUE,"{'dessert': False","'latenight': False","'lunch': False","'dinner': True","'brunch': False","'breakfast': False}","{'garage': False","'street': False","'validated': False","'lot': True","'valet': False}","False","u'average'","True","True","2","False","False","{'romantic': False","'intimate': False","'classy': False","'hipster': False","'divey': False","'touristy': False","'trendy': False","'upscale': False","'casual': True}","False","u'free'","u'full_bar'","u'casual'","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429",80089.1,"-01XupAWZEXbdNbxNg5mEg","18 Degrees","9375 E Bell Rd","Scottsdale","AZ","85260",33.63921,-111.88192,3,99,1,"True",FALSE,"{'dessert': False","'latenight': False","'lunch': True","'dinner': True","'brunch': False","'breakfast': False}","{'garage': False","'street': False","'validated': False","'lot': True","'valet': False}","False","u'loud'",NA,"True","2","True","True","{'romantic': False","'intimate': False","'classy': False","'hipster': False","'divey': False","'touristy': False","'trendy': False","'upscale': False","'casual': True}","True","'free'","u'full_bar'","u'casual'","True","False","True",NA,NA,NA,"{'dj': False","'background_music': False","'no_music': False","'jukebox': True","'live': False","'video': False","'karaoke': False}","False"
"430",117546,"LgqGDQsUurUh6qUocPeSsQ","Malhi Sweets Indian Cuisine","880 Rue Jarry O","Montréal","QC","H3N 1G9",45.52899,-73.63673,4,50,1,"True",TRUE,"{'dessert': False","'latenight': False","'lunch': True","'dinner': True","'brunch': False","'breakfast': False}","{'garage': False","'street': True","'validated': False","'lot': False","'valet': False}","True","u'average'",NA,"True","2","False","True","{'romantic': False","'intimate': False","'classy': False","'hipster': False","'divey': False","'touristy': False","'trendy': False","'upscale': False","'casual': True}","True","u'no'","u'beer_and_wine'","u'casual'","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431",5295.1,"jqlxOzP3SDGKvPIK-9CwBA","Panda Express","4984 S Power Rd","Mesa","AZ","85212",33.32541,-111.68714,1,3,0,"True",FALSE,NA,NA,NA,NA,NA,"True","1","False",NA,NA,"False",NA,NA,"'casual'","False","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restaurants, Chinese",NA,NA,NA,NA,NA,NA,NA
"432",4758,"-tyCz-XsYTKfTWAVT2HW1g","Basil Box","105 The Pond Road, Unit R30","Toronto","ON","M3J 2S5",43.76959,-79.50189,4,6,1,NA,FALSE,NA,"{'garage': True","'street': True","'validated': False","'lot': True","'valet': False}","True",NA,"False","True",NA,"False","False",NA,"False",NA,"u'none'",NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gluten-Free, Thai, Vietnamese, Restaurants","11:0-22:0","11:0-22:0","11:0-22:0"
"433",24744,"Mksyt1TZQ-7vzCZjeuzfAg","CASA manila Restaurant","879 York Mills Road, Unit 1","Toronto","ON","M3B 1Y5",43.75496,-79.34889,3,254,1,"True",TRUE,"{'dessert': False","'latenight': False","'lunch': True","'dinner': True","'brunch': False","'breakfast': False}","{'garage': False","'street': False","'validated': False","'lot': True","'valet': False}","True","u'average'",NA,"True","2","True","True","{'romantic': False","'intimate': False","'classy': False","'hipster': False","'divey': False","'touristy': False","'trendy': False","'upscale': False","'casual': True}","False","u'free'","u'full_bar'","u'casual'","True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434",175208,"Q2T-CV6p5sq7DGVAaNn0tQ","Regal Cat Cafe","303 10 Street Northwest","Calgary","AB","T2N 1V8",51.05422,-114.08635,3.5,22,1,"True",TRUE,"{'dessert': False","'latenight': False","'lunch': False","'dinner': False","'brunch': False","'breakfast': False}","{'garage': False","'street': False","'validated': False","'lot': False","'valet': False}",NA,"u'quiet'","False","False","2","False","True","{'touristy': False","'hipster': False","'romantic': False","'intimate': False","'trendy': False","'upscale': False","'classy': False","'casual': False}","False","'free'",NA,"'casual'","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",122670,"-Ipm_8YXj9UoNNHagCvsNg","Aoyama Sushi Restaurant","2766 Victoria Park Avenue","Toronto","ON","M2J 4A8",43.78646,-79.32889,4,191,1,"False",TRUE,"{'dessert': False","'latenight': False","'lunch': False","'dinner': True","'brunch': False","'breakfast': False}","{'garage': False","'street': False","'validated': False","'lot': True","'valet': False}","False","u'average'",NA,"True","3","False","False","{'touristy': False","'hipster': False","'romantic': False","'intimate': True","'trendy': False","'upscale': False","'classy': False","'casual': True}","False","u'no'","u'beer_and_wine'","u'casual'","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436",37395.1,"DEeGnshpgUOIOjhq_dd5Ug","DOZO Izakaya","440 W Warner Rd, Ste 104","Tempe","AZ","85284",33.33505,-111.94457,4,267,1,"True",TRUE,"{'dessert': False","'latenight': False","'lunch': True","'dinner': True","'brunch': False","'breakfast': False}","{'garage': False","'street': False","'validated': False","'lot': True","'valet': False}","False","'average'","True","True","2","True","True","{'romantic': False","'intimate': False","'classy': False","'hipster': False","'divey': False","'touristy': False","'trendy': False","'upscale': False","'casual': True}","True","u'no'","u'full_bar'","'casual'","True","False","True",NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA
"437",57992,"g3xMtORcictsJjWXVC2QPQ","Hi-Ball Restaurant","1941 Uxbridge Drive NW","Calgary","AB","T2N 2V2",51.06983,-114.13087,2.5,8,0,"True",NA,NA,"{'garage': False","'street': False","'validated': False","'lot': False","'valet': False}",NA,"u'average'",NA,NA,"2",NA,NA,"{'romantic': False","'intimate': False","'classy': False","'upscale': False","'touristy': False","'trendy': False","'hipster': False","'casual': False}","False",NA,NA,"u'casual'","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438",187444,"HHW5cqxgeOU1-Fj1r-P3ww","Les Empoteuses","1106 Rue Beaubien E","Montréal","QC","H2S 1T5",45.53808,-73.60111,3.5,18,1,"True",FALSE,"{'dessert': False","'latenight': False","'lunch': True","'dinner': False","'brunch': True","'breakfast': True}","{'garage': False","'street': False","'validated': False","'lot': False","'valet': False}",NA,"u'quiet'","True","True","2","False","True","{'touristy': False","'hipster': False","'romantic': False","'intimate': False","'trendy': False","'upscale': False","'classy': False","'casual': True}","False","u'free'","'full_bar'","u'casual'","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",23252.1,"hQ8JN52MjxbMUPfuhyL7jQ","Raising Cane's Chicken Fingers","1950 E Craig Rd","North Las Vegas","NV","89030",36.24024,-115.12162,4,119,1,"True",FALSE,"{'dessert': False","'latenight': True","'lunch': True","'dinner': True","'brunch': False","'breakfast': False}","{'garage': False","'street': False","'validated': False","'lot': True","'valet': False}","True","'average'","False","True","1","False","True","{'touristy': False","'hipster': False","'romantic': False","'divey': False","'intimate': False","'trendy': False","'upscale': False","'classy': False","'casual': True}","False","'no'","'none'","'casual'","True","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440",130338.1,"gAFUt-c7hHzyAWHq2OaJiQ","The Friendly Greek","4695 Yonge Street","North York","ON","M2N 5M3",43.75892,-79.41004,3,4,0,"True",NA,NA,"{'garage': False","'street': False","'validated': False","'lot': False","'valet': False}",NA,"u'average'",NA,"True","2","True",NA,"{'romantic': False","'intimate': False","'classy': False","'upscale': False","'touristy': False","'trendy': False","'casual': False}","True",NA,"u'full_bar'","u'casual'","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",13517,"9kmczPRen9Ig8qbd9Tm1lw","Richtree Market Restaurants","1 Promenade Circle, Unit M115","Thornhill","ON","L4J 4P8",43.80703,-79.4519,2.5,9,0,"True",FALSE,NA,NA,NA,"u'average'",NA,"True","1",NA,NA,NA,NA,NA,NA,"'casual'","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restaurants, American (Traditional), Grocery, Canadian (New), Health Markets, Food, Specialty Food, Beer, Wine & Spirits","8:0-21:30","8:0-21:30","8:0-21:30","8:0-21:30","8:0-21:30","9:0-19:0","9:0-19:0"
"442",177787,"ExHkmNrEBKlwXL2KEILfCw","Barbie's","7850 Boulevard Taschereau","Brossard","QC","J4X 1C2",45.45266,-73.46733,3.5,14,1,"True",FALSE,"{'dessert': True","'latenight': False","'lunch': True","'dinner': True","'brunch': False","'breakfast': False}","{'garage': False","'street': False","'validated': False","'lot': True","'valet': False}",NA,"u'average'",NA,"True","2","True","False","{'touristy': False","'hipster': False","'romantic': False","'intimate': False","'trendy': False","'upscale': False","'classy': False","'casual': False}","True","u'free'","u'full_bar'","u'casual'","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443",181335.1,"014FsLbXZrHg3k1LsRgElQ","Swiss Chalet Rotisserie & Grill","1077 Wilson Avenue","Toronto","ON","M3K 1G7",43.72692,-79.48044,2.5,10,1,"True",FALSE,NA,NA,NA,NA,NA,"True","2",NA,NA,NA,"True",NA,NA,"'casual'","True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chicken Wings, Restaurants, Canadian (New), American (Traditional), Comfort Food","11:30-22:0","11:30-22:0","11:30-22:0","11:30-22:0","11:30-22:0","11:30-22:0","11:0-21:30"
"444",86824.1,"-FcuxZqsQ0FO35GEXExwjw","The Map Room Grill & Bar","1126 S Braddock Ave","Pittsburgh","PA","15218",40.4322,-79.89372,3.5,33,1,"False",FALSE,NA,"{'garage': False","'street': True","'validated': False","'lot': False","'valet': False}","False","u'average'",NA,"True","2","True","True","{'romantic': False","'intimate': False","'touristy': False","'hipster': False","'divey': False","'classy': False","'trendy': False","'upscale': False","'casual': True}","True","u'no'","u'full_bar'","u'casual'","True","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445",45266.1,"q-zZgXKAQFLEgMp9ZNllgQ","Umiya Sushi","4465 W Flamingo Rd","Las Vegas","NV","89103",36.11499,-115.2014,4,1311,1,"True",TRUE,"{'dessert': True","'latenight': True","'lunch': True","'dinner': True","'brunch': False","'breakfast': False}","{'garage': False","'street': False","'validated': False","'lot': True","'valet': False}","True","u'average'",NA,"True","2","False","True","{'upscale': False","'romantic': False","'divey': False","'intimate': False","'trendy': False","'hipster': False","'classy': False","'touristy': False","'casual': True}","True","u'free'","u'full_bar'","u'casual'","True","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446",100715,"UrX0UEejKhHzk158VxlQzA","Arizona Polish Festival","2828 W Country Gables Dr","Phoenix","AZ","85053",33.61956,-112.11985,4.5,10,1,"True",NA,"{'dessert': False","'latenight': False","'lunch': False","'dinner': False","'brunch': False","'breakfast': False}","{'garage': False","'street': False","'validated': False","'lot': False","'valet': False}",NA,"u'loud'","False","True","1","True",NA,"{'touristy': False","'hipster': False","'romantic': False","'divey': False","'intimate': False","'trendy': False","'upscale': False","'classy': False","'casual': False}","False",NA,"u'beer_and_wine'","u'casual'","True","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447",55073,"vcV1q5onsIMFhOBxwNow7A","McDonald's","22535 Lorain Rd","Fairview Park","OH","44126",41.43921,-81.86936,2.5,7,1,"True",FALSE,NA,NA,"False","u'loud'",NA,"True","1",NA,NA,"{'romantic': False","'intimate': False","'classy': False","'hipster': False","'divey': False","'touristy': False","'trendy': False","'upscale': False","'casual': False}","False",NA,"u'none'","'casual'","True","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448",49511.1,"RUxGUjjeRfwHvBNbuxrasw","Mediterranean Imported Foods","1975 W 25th St","Cleveland","OH","44113",41.48466,-81.703,5,6,1,NA,NA,NA,"{'garage': False","'street': False","'validated': False","'lot': True","'valet': False}",NA,NA,NA,NA,"2","False",NA,NA,NA,"u'no'",NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cheese Shops, Food, Specialty Food, Ethnic Grocery, Restaurants, Coffee & Tea",NA,NA,NA
"449",70394.1,"hXlkeHIfUsXbNgOvfXF8jQ","Deli 500","500 Sherbrooke Rue W","Montréal","QC","H3A 3C6",45.51814,-73.5665,3,5,1,"True",NA,NA,NA,NA,"u'average'",NA,"True","1",NA,NA,"{'touristy': False","'hipster': False","'romantic': False","'intimate': False","'trendy': False","'upscale': False","'classy': False","'casual': False}",NA,"'no'",NA,NA,"True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restaurants, Delis, Sandwiches"
"450",57887.1,"28dt_2dW2kxrUwWTfSnrrA","Lapin Blanc","4456 Rue Sainte-Catherine Est","Montréal","QC","H1V 1Y3",45.55229,-73.53296,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restaurants, Nightlife, Bars, French","16:0-3:0","16:0-3:0","16:0-3:0","16:0-3:0","16:0-3:0","16:0-3:0","16:0-3:0"
"451",190864,"CqVdLcbyZzfAjeCD1qEBZQ","Kailyn's Diner","3430 E Tropicana Ave, Ste 6","Las Vegas","NV","89121",36.10053,-115.09996,4.5,135,0,"True",FALSE,NA,"{'garage': False","'street': False","'validated': False","'lot': True","'valet': False}","False","'average'",NA,"True","1","False","True","{'romantic': False","'intimate': False","'classy': False","'hipster': False","'divey': False","'touristy': False","'trendy': False","'upscale': False","'casual': True}","True","'no'","u'none'","u'casual'","True","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,NA
